Kanji,RTK Keyword,RTK 6th Keyword,Kanji English Meaning,KANJIDIC Index,JIS Index,Kanji Frequency,RTK 4th Index,RTK 6th Index,2k1 Index,Opt Group,Opt Index,KKLC Index,Genki Index,Kanji Freq Group,Opt Vocab Sort Index,Opt Kanji Sort Index,Kanji Stroke Count,RTK2 Index,KanKen Group,Top 6 Vocab,Top 6 Vocab Closed,Top 6 English,Top 6 English Closed,Onyomi (* = not common),Kunyomi (* = not common),Onyomi Words Kanji,Onyomi Words Kana,Kunyomi Words Kanji,Kunyomi Words Kana,Primitives English,Primitives Japanese,Yomi,Yomi with Names,Story
上,above,above,"above, up",1385,3E65,15,49,50,41,1,26,41,26,1,2015,2015,3,1657,10,"上[ -うえ- ],  上げる[ -あげる- ],  上手[ -じょうず- ],  上る[ -のぼる- ],  以上[ -いじょう- ],  上がる[ -あがる- ]","__[ -うえ- ],  __げる[ -あげる- ],  __手[ -じょうず- ],  __る[ -のぼる- ],  以__[ -いじょう- ],  __がる[ -あがる- ]","上[ -up, above- ],  上げる[ -raise, lift- ],  上手[ -good, skilled- ],  上る[ -go up, climb- ],  以上[ -more than, not less than- ],  上がる[ -go up, rise (physical movement)- ]","__[ -up, above- ],  __げる[ -raise, lift- ],  __手[ -good, skilled- ],  __る[ -go up, climb- ],  以__[ -more than, not less than- ],  __がる[ -go up, rise (physical movement)- ]",ジョウ、ショウ*,うえ、うわ*、かみ、あ-げる、あ-がる、のぼ-る、のぼ-せる、のぼ-す,"[上旬, 上昇, 地上];  [上人, 身上をつぶす]","[じょうじゅん, じょうしょう, ちじょう]; [しょうにん, しんじょうをつぶす]",上がる; 上げる; 上; 上; 上す; 上せる; 上る,あ.がる; あ.げる; うえ; かみ; のぼ.す; のぼ.せる; のぼ.る,",above,magic wand,augury,divining rod,one,floor,",",ichi,iti,uranai,bokunoto,",ジョウ    ショウ    シャン    うえ    -うえ    うわ-    かみ    あ.げる    -あ.げる    あ.がる    -あ.がる    あ.がり    -あ.がり    のぼ.る    のぼ.り    のぼ.せる    のぼ.す    よ.す    ,ジョウ    ショウ    シャン    うえ    -うえ    うわ-    かみ    あ.げる    -あ.げる    あ.がる    -あ.がる    あ.がり    -あ.がり    のぼ.る    のぼ.り    のぼ.せる    のぼ.す    よ.す    Name Readings:  あおい    あげ    い    か    かき    かず    かん,
下,below,below,"below, down, descend, give, low, inferior",216,323C,34,50,51,42,1,27,40,27,1,415,328,3,958,10,"下[ -した- ],  下がる[ -さがる- ],  下げる[ -さげる- ],  地下鉄[ -ちかてつ- ],  廊下[ -ろうか- ],  下りる[ -おりる- ]","__[ -した- ],  __がる[ -さがる- ],  __げる[ -さげる- ],  地__鉄[ -ちかてつ- ],  廊__[ -ろうか- ],  __りる[ -おりる- ]","下[ -under, below- ],  下がる[ -go down, drop- ],  下げる[ -lower, turn down- ],  地下鉄[ -subway- ],  廊下[ -hallway, corridor- ],  下りる[ -go down, come down- ]","__[ -under, below- ],  __がる[ -go down, drop- ],  __げる[ -lower, turn down- ],  地__鉄[ -subway- ],  廊__[ -hallway, corridor- ],  __りる[ -go down, come down- ]",カ、ゲ,した、しも、もと、さ-げる、さ-がる、くだ-る、くだ-す、くだ-さる、お-ろす、お-りる,"[下流, 下降, 落下];  [下水, 下車, 上下]","[かりゅう, かこう, らっか]; [げすい, げしゃ, じょうげ]",下りる; 下ろす; 下さる; 下す; 下る; 下がる; 下げる; 下; 下; 下,お.りる; お.ろす; くだ.さる; くだ.す; くだ.る; さ.がる; さ.げる; した; しも; もと,",below,one,ceiling,magic wand,augury,divining rod,",",ichi,iti,uranai,bokunoto,",カ    ゲ    した    しも    もと    さ.げる    さ.がる    くだ.る    くだ.り    くだ.す    -くだ.す    くだ.さる    お.ろす    お.りる    ,カ    ゲ    した    しも    もと    さ.げる    さ.がる    くだ.る    くだ.り    くだ.す    -くだ.す    くだ.さる    お.ろす    お.りる    Name Readings:  さか    しと    ,
朝,morning,morning,"morning, dynasty, regime, epoch, period, (North) Korea",1891,442B,234,52,53,111,1,28,145,114,1,2106,2106,12,330,9,"朝[ -あさ- ],  今朝[ -けさ- ],  朝食[ -ちょうしょく- ],  朝ご飯[ -あさごはん- ],  朝刊[ -ちょうかん- ],  毎朝[ -まいあさ- ]","__[ -あさ- ],  今__[ -けさ- ],  __食[ -ちょうしょく- ],  __ご飯[ -あさごはん- ],  __刊[ -ちょうかん- ],  毎__[ -まいあさ- ]","朝[ -morning- ],  今朝[ -this morning- ],  朝食[ -breakfast (formal)- ],  朝ご飯[ -breakfast- ],  朝刊[ -morning edition paper- ],  毎朝[ -every morning- ]","__[ -morning- ],  今__[ -this morning- ],  __食[ -breakfast (formal)- ],  __ご飯[ -breakfast- ],  __刊[ -morning edition paper- ],  毎__[ -every morning- ]",チョウ,あさ,"[朝食, 早朝, 今朝]","[ちょうしょく, そうちょう, けさ]",朝,あさ,",morning,mist,ten,needle,early,sun,day,moon,month,flesh,part of the body,ten2,needle2,",",juu,nichi,jitsu,tsuki,getsu,",チョウ    あさ    ,チョウ    あさ    Name Readings:  あ    あそ    ささ    ちか    とも    ,
員,employee,employee,"employee, member, number, the one in charge",87,3077,270,56,59,134,1,29,317,73,1,2853,2853,10,839,8,"社員[ -しゃいん- ],  店員[ -てんいん- ],  駅員[ -えきいん- ],  全員[ -ぜんいん- ],  職員[ -しょくいん- ],  会員[ -かいいん- ]","社__[ -しゃいん- ],  店__[ -てんいん- ],  駅__[ -えきいん- ],  全__[ -ぜんいん- ],  職__[ -しょくいん- ],  会__[ -かいいん- ]","社員[ -staff member, employee- ],  店員[ -clerk, salesperson- ],  駅員[ -station attendant- ],  全員[ -all members, entire staff- ],  職員[ -staff, employee- ],  会員[ -member- ]","社__[ -staff member, employee- ],  店__[ -clerk, salesperson- ],  駅__[ -station attendant- ],  全__[ -all members, entire staff- ],  職__[ -staff, employee- ],  会__[ -member- ]",イン,,"[満員, 定員, 社員]","[まんいん, ていいん, しゃいん]",,,",employee,mouth,shellfish,clam,oyster,eye,animal legs,eight,",",hachi,hati,kuchi,kuti,me,kaihen,kogai,",イン    ,イン    Name Readings:  いな    かず    ,
見,see,see,"see, hopes, chances, idea, opinion, look at, visible",763,382B,3,57,61,120,1,30,83,40,1,1830,1912,7,1013,10,"見る[ -みる- ],  見える[ -みえる- ],  見せる[ -みせる- ],  見つける[ -みつける- ],  見つかる[ -みつかる- ],  意見[ -いけん- ]","__る[ -みる- ],  __える[ -みえる- ],  __せる[ -みせる- ],  __つける[ -みつける- ],  __つかる[ -みつかる- ],  意__[ -いけん- ]","見る[ -see, look at- ],  見える[ -be visible, can see- ],  見せる[ -show- ],  見つける[ -find- ],  見つかる[ -be found, be caught- ],  意見[ -opinion- ]","__る[ -see, look at- ],  __える[ -be visible, can see- ],  __せる[ -show- ],  __つける[ -find- ],  __つかる[ -be found, be caught- ],  意__[ -opinion- ]",ケン,み-る、み-える、み-せる,"[見学, 見地, 意見]","[けんがく, けんち, いけん]",見える; 見せる; 見る,み.える; み.せる; み.る,",see,eye,human legs,",",hitoashi,hitoasi,me,miru,",ケン    み.る    み.える    み.せる    ,ケン    み.る    み.える    み.せる    ,
元,beginning,beginning,"beginning, former time, origin",773,3835,256,59,63,81,1,31,136,32,1,2025,2025,4,298,9,"元気[ -げんき- ],  元旦[ -がんたん- ],  元[ -もと- ],  地元[ -じもと- ],  手元[ -てもと- ],  元日[ -がんじつ- ]","__気[ -げんき- ],  __旦[ -がんたん- ],  __[ -もと- ],  地__[ -じもと- ],  手__[ -てもと- ],  __日[ -がんじつ- ]","元気[ -healthy, energetic- ],  元旦[ -New Year's Day- ],  元[ -origin, former- ],  地元[ -local area, one's hometown- ],  手元[ -at hand- ],  元日[ -New Year's Day- ]","__気[ -healthy, energetic- ],  __旦[ -New Year's Day- ],  __[ -origin, former- ],  地__[ -local area, one's hometown- ],  手__[ -at hand- ],  __日[ -New Year's Day- ]",ゲン、ガン,もと,"[元素, 元気, 多元];  [元祖, 元日, 元来]","[げんそ, げんき, たげん]; [がんそ, がんじつ, がんらい]",元,もと,",beginning,two,human legs,",",ni,hitoashi,hitoasi,",ゲン    ガン    もと    ,ゲン    ガン    もと    Name Readings:  ちか    はじめ    はる    ゆき    よし    ,
万,ten thousand,ten thousand,ten thousand,2630,4B7C,316,64,68,13,1,32,18,13,1,220,521,3,973,9,"万[ -まん- ],  万一[ -まんいち- ],  万歳[ -ばんざい- ],  万年筆[ -まんねんひつ- ],  万能[ -ばんのう- ],  万人[ -ばんにん- ]","__[ -まん- ],  __一[ -まんいち- ],  __歳[ -ばんざい- ],  __年筆[ -まんねんひつ- ],  __能[ -ばんのう- ],  __人[ -ばんにん- ]","万[ -ten thousand- ],  万一[ -if by any chance, just in case- ],  万歳[ -hurray- ],  万年筆[ -fountain pen- ],  万能[ -omnipotence- ],  万人[ -all people- ]","__[ -ten thousand- ],  __一[ -if by any chance, just in case- ],  __歳[ -hurray- ],  __年筆[ -fountain pen- ],  __能[ -omnipotence- ],  __人[ -all people- ]",マン、バン,,"[万一, 万年筆, 巨万];  [万国, 万端, 万全]","[まんいち, まんねんひつ, きょまん]; [ばんこく, ばんたん, ばんぜん]",,,",ten thousand,one,ceiling,bound up,",",ichi,iti,tsutsumigamae,tutumigamae,",マン    バン    よろず    ,マン    バン    よろず    Name Readings:  かず    ま    ゆる    ,
的,bull's eye,bull's eye,"bull's eye, mark, target, object, adjective ending",1984,452A,59,69,73,465,1,33,169,226,1,1136,1146,8,1129,7,"目的[ -もくてき- ],  具体的[ -ぐたいてき- ],  本格的[ -ほんかくてき- ],  客観的[ -きゃっかんてき- ],  全面的[ -ぜんめんてき- ],  合理的[ -ごうりてき- ]","目__[ -もくてき- ],  具体__[ -ぐたいてき- ],  本格__[ -ほんかくてき- ],  客観__[ -きゃっかんてき- ],  全面__[ -ぜんめんてき- ],  合理__[ -ごうりてき- ]","目的[ -objective, purpose- ],  具体的[ -concrete, specific- ],  本格的[ -authentic, serious- ],  客観的[ -objective- ],  全面的[ -full-scale, complete- ],  合理的[ -rational, logical- ]","目__[ -objective, purpose- ],  具体__[ -concrete, specific- ],  本格__[ -authentic, serious- ],  客観__[ -objective- ],  全面__[ -full-scale, complete- ],  合理__[ -rational, logical- ]",テキ,まと,"[的中, 目的, 科学的]","[てきちゅう, もくてき, かがくてき]",的,まと,",bull’s eye,white,dove,ladle,bound up,drop,",",tenn,tsutsumigamae,tutumigamae,shiro,",テキ    まと    ,テキ    まと    Name Readings:  いくは    ゆくは    ,  I managed to hit the bull's eye by throwing my white ladle.
首,neck,neck,neck,1211,3C73,228,70,74,566,1,34,157,,1,2149,2149,9,1565,9,"首[ -くび- ],  首都[ -しゅと- ],  手首[ -てくび- ],  足首[ -あしくび- ],  首相[ -しゅしょう- ],  首脳[ -しゅのう- ]","__[ -くび- ],  __都[ -しゅと- ],  手__[ -てくび- ],  足__[ -あしくび- ],  __相[ -しゅしょう- ],  __脳[ -しゅのう- ]","首[ -neck- ],  首都[ -capital- ],  手首[ -wrist- ],  足首[ -ankle- ],  首相[ -prime minister- ],  首脳[ -head of a state or an organization- ]","__[ -neck- ],  __都[ -capital- ],  手__[ -wrist- ],  足__[ -ankle- ],  __相[ -prime minister- ],  __脳[ -head of a state or an organization- ]",シュ,くび,"[首尾, 首席, 自首]","[しゅび, しゅせき, じしゅ]",首,くび,",neck,horns,nose,one,ceiling,drop,eye,",",ichi,iti,tenn,me,mizukara,kubi,",シュ    くび    ,シュ    くび    Name Readings:  おびと    こべ    す    ,
直,straightaway,straightaway,"straightaway, honesty, frankness, fix, repair",1910,443E,178,73,77,406,1,35,839,,1,1969,1734,8,1325,9,"直る[ -なおる- ],  直ぐ[ -すぐ- ],  直接[ -ちょくせつ- ],  直す[ -なおす- ],  正直[ -しょうじき- ],  真っ直ぐ[ -まっすぐ- ]","__る[ -なおる- ],  __ぐ[ -すぐ- ],  __接[ -ちょくせつ- ],  __す[ -なおす- ],  正__[ -しょうじき- ],  真っ__ぐ[ -まっすぐ- ]","直る[ -be repaired, get fixed- ],  直ぐ[ -at once, soon- ],  直接[ -directly- ],  直す[ -repair, fix- ],  正直[ -honest, upright- ],  真っ直ぐ[ -straight- ]","__る[ -be repaired, get fixed- ],  __ぐ[ -at once, soon- ],  __接[ -directly- ],  __す[ -repair, fix- ],  正__[ -honest, upright- ],  真っ__ぐ[ -straight- ]",チョク、ジキ,ただ-ちに、なお-す、なお-る,"[直立, 直接, 実直];  [直訴, 直筆, 正直]","[ちょくりつ, ちょくせつ, じっちょく]; [じきそ, じきひつ, しょうじき]",直ちに; 直す; 直る,ただ.ちに; なお.す; なお.る,",straightaway,ten,needle,eye,fishhook,",",otsu,otu,juu,me,",チョク    ジキ    ジカ    ただ.ちに    なお.す    -なお.す    なお.る    なお.き    す.ぐ    ,チョク    ジキ    ジカ    ただ.ちに    なお.す    -なお.す    なお.る    なお.き    す.ぐ    Name Readings:  すぐ    なお    のう    のお    ,
真,truth,truth,"true, reality, Buddhist sect",1441,3F3F,111,75,79,400,1,36,838,222,1,1938,1655,10,923,8,"写真[ -しゃしん- ],  真ん中[ -まんなか- ],  真っ赤[ -まっか- ],  真面目[ -まじめ- ],  真っ白[ -まっしろ- ],  真っ暗[ -まっくら- ]","写__[ -しゃしん- ],  __ん中[ -まんなか- ],  __っ赤[ -まっか- ],  __面目[ -まじめ- ],  __っ白[ -まっしろ- ],  __っ暗[ -まっくら- ]","写真[ -photograph- ],  真ん中[ -center, middle (casual)- ],  真っ赤[ -deep red- ],  真面目[ -serious, earnest- ],  真っ白[ -pure-white- ],  真っ暗[ -pitch-dark- ]","写__[ -photograph- ],  __ん中[ -center, middle (casual)- ],  __っ赤[ -deep red- ],  __面目[ -serious, earnest- ],  __っ白[ -pure-white- ],  __っ暗[ -pitch-dark- ]",シン,ま,"[真偽, 写真, 純真]","[しんぎ, しゃしん, じゅんしん]",真,ま,",true,ten,needle,eye,tool,one,animal legs,eight,",",ichi,iti,hachi,hati,juu,me,",シン    ま    ま-    まこと    ,シン    ま    ま-    まこと    Name Readings:  さな    さね    ただ    ただし    なお    のり    まあ    まこ    まさ    まっ    まど    まな    まゆ    みち    も    ,
左,left,left,left,964,3A38,328,77,81,44,1,37,401,51,1,736,810,5,5,10,"左[ -ひだり- ],  左手[ -ひだりて- ],  左側[ -ひだりがわ- ],  左右[ -さゆう- ],  左利き[ -ひだりきき- ],  左翼[ -さよく- ]","__[ -ひだり- ],  __手[ -ひだりて- ],  __側[ -ひだりがわ- ],  __右[ -さゆう- ],  __利き[ -ひだりきき- ],  __翼[ -さよく- ]","左[ -left- ],  左手[ -left hand- ],  左側[ -left side- ],  左右[ -right and left- ],  左利き[ -left-handedness- ],  左翼[ -left field; left wing- ]","__[ -left- ],  __手[ -left hand- ],  __側[ -left side- ],  __右[ -right and left- ],  __利き[ -left-handedness- ],  __翼[ -left field; left wing- ]",サ,ひだり,"[左右, 左翼, 左遷]","[さゆう, さよく, させん]",左,ひだり,",left,by one’s side,craft,",",takumi,",サ    シャ    ひだり    ,サ    シャ    ひだり    Name Readings:  そ    ,
右,right,right,right,100,3126,315,78,82,43,1,38,402,50,1,2044,2044,5,1754,10,"右[ -みぎ- ],  右手[ -みぎて- ],  右側[ -みぎがわ- ],  左右[ -さゆう- ],  右翼[ -うよく- ],  ","__[ -みぎ- ],  __手[ -みぎて- ],  __側[ -みぎがわ- ],  左__[ -さゆう- ],  __翼[ -うよく- ],  ","右[ -right- ],  右手[ -right hand- ],  右側[ -right side- ],  左右[ -right and left- ],  右翼[ -right wing- ],  ","__[ -right- ],  __手[ -right hand- ],  __側[ -right side- ],  左__[ -right and left- ],  __翼[ -right wing- ],  ",ウ、ユウ,みぎ,"[右岸, 右折, 右派];  [左右, 座右]","[みぎぎし, うせつ, うは]; [さゆう, ざゆう]",右,みぎ,",right,by one’s side,mouth,",",kuchi,kuti,",ウ    ユウ    みぎ    ,ウ    ユウ    みぎ    Name Readings:  あき    すけ    ,
有,possess,possess,"possess, have, exist, happen, occur, approx",2739,4D2D,325,79,83,184,1,39,400,130,1,1954,1555,6,1066,8,"有る[ -ある- ],  有名[ -ゆうめい- ],  所有[ -しょゆう- ],  有効[ -ゆうこう- ],  有利[ -ゆうり- ],  有料[ -ゆうりょう- ]","__る[ -ある- ],  __名[ -ゆうめい- ],  所__[ -しょゆう- ],  __効[ -ゆうこう- ],  __利[ -ゆうり- ],  __料[ -ゆうりょう- ]","有る[ -exist, there is- ],  有名[ -famous- ],  所有[ -ownership, own- ],  有効[ -effective, valid- ],  有利[ -advantage, profitable- ],  有料[ -fee-charging, paid- ]","__る[ -exist, there is- ],  __名[ -famous- ],  所__[ -ownership, own- ],  __効[ -effective, valid- ],  __利[ -advantage, profitable- ],  __料[ -fee-charging, paid- ]",ユウ、ウ,ある,"[有益, 所有, 特有];  [有無, 有象無象]","[ゆうえき, しょゆう, とくゆう]; [うむ, うぞうむぞう]",有,ある,",possess,by one’s side,moon,month,flesh,part of the body,",",tsuki,getsu,",ユウ    ウ    あ.る    ,ユウ    ウ    あ.る    Name Readings:  あ    あら    あり    ある    くに    なお    ゆ    ,
切,cut,cut,"cut, cutoff, be sharp",1562,405A,107,85,89,346,1,40,86,167,1,2530,2530,4,504,9,"切る[ -きる- ],  大切[ -たいせつ- ],  切れる[ -きれる- ],  親切[ -しんせつ- ],  切手[ -きって- ],  売り切れ[ -うりきれ- ]","__る[ -きる- ],  大__[ -たいせつ- ],  __れる[ -きれる- ],  親__[ -しんせつ- ],  __手[ -きって- ],  売り__れ[ -うりきれ- ]","切る[ -cut- ],  大切[ -important, valuable- ],  切れる[ -cut well, be sharp- ],  親切[ -kind, kindhearted- ],  切手[ -postage stamp- ],  売り切れ[ -sell out- ]","__る[ -cut- ],  大__[ -important, valuable- ],  __れる[ -cut well, be sharp- ],  親__[ -kind, kindhearted- ],  __手[ -postage stamp- ],  売り__れ[ -sell out- ]",セツ、サイ*,き-る、き-れる,"[切断, 親切, 切に];  [一切]","[せつだん, しんせつ, せつに]; [いっさい]",切る; 切れる,き.る; き.れる,",cut,seven,diced,sword,dagger,",",katana,",セツ    サイ    き.る    -き.る    き.り    -き.り    -ぎ.り    き.れる    -き.れる    き.れ    -き.れ    -ぎ.れ    ,セツ    サイ    き.る    -き.る    き.り    -き.り    -ぎ.り    き.れる    -き.れる    き.れ    -き.れ    -ぎ.れ    Name Readings:  きつ    きり    ぎり    ,
